iter	Logloss
273	0.2606245291
274	0.2597881829
275	0.2591372621
276	0.2585341225
277	0.25792091
278	0.2572503803
279	0.2566023926
280	0.256020043
281	0.2555810526
282	0.2550630649
283	0.254485905
284	0.2540932359
285	0.2536414786
286	0.2531046289
287	0.2525606821
288	0.252350888
289	0.2518738686
290	0.251285728
291	0.2508440041
292	0.2504242829
293	0.2501030222
294	0.249681327
295	0.2491653607
296	0.2487342271
297	0.2485244876
298	0.248083121
299	0.2476551842
300	0.2472878754
301	0.2468569603
302	0.2465940504
303	0.2460881246
304	0.2455766367
305	0.2453965776
306	0.245043551
307	0.2447301518
308	0.2441386844
309	0.2436095441
310	0.2431845253
311	0.242912763
312	0.2425313297
313	0.2420426524
314	0.2416514661
315	0.2411213222
316	0.2408857805
317	0.2403883483
318	0.2403069414
319	0.2397981538
320	0.2392817454
321	0.2388674096
322	0.2383251555
323	0.2379568479
324	0.2374734538
325	0.237013302
326	0.2364529272
327	0.235893244
328	0.2354709532
329	0.2350523092
330	0.2345335373
331	0.2340496521
332	0.233722621
333	0.2333381192
334	0.2329949889
335	0.232706481
336	0.2323421505
337	0.2318753325
338	0.2316444514
339	0.2313081133
340	0.2311133119
341	0.2306728815
342	0.2304353484
343	0.2300256067
344	0.229719318
345	0.2292129027
346	0.2287047852
347	0.2282398096
348	0.2277525382
349	0.2271777839
350	0.2270081653
351	0.2264940461
352	0.2260428267
353	0.2254653484
354	0.2252510624
355	0.2250181013
356	0.2246470245
357	0.2245056312
358	0.224178052
359	0.2239356659
360	0.2235920714
361	0.2231162814
362	0.2229384196
363	0.2224715421
364	0.2221539527
365	0.2219116822
366	0.2215590121
367	0.2213344717
368	0.2209540491
369	0.2207596334
370	0.2202582217
371	0.21992344
372	0.2194613064
373	0.2191409162
374	0.2187264393
375	0.2182290388
376	0.2179262099
377	0.2175416843
378	0.2172250573
379	0.2167958801
380	0.2165526393
381	0.2162943148
382	0.2161394362
383	0.2159023047
384	0.2154525411
385	0.215148502
386	0.2148688362
387	0.2146109196
388	0.2141318543
389	0.2137820586
390	0.2134917464
391	0.2131708041
392	0.2128429413
393	0.2126329222
394	0.2124958228
395	0.2122815313
396	0.211933955
397	0.2116105794
398	0.2113347513
399	0.2110819912
400	0.2107014086
401	0.2103626055
402	0.2100891608
403	0.2098443175
404	0.2095695358
405	0.2094004297
406	0.2091442675
407	0.2086733956
408	0.2084263345
409	0.2082460806
410	0.2079317324
411	0.2075684372
412	0.2071034877
413	0.2067471358
414	0.2063881099
415	0.2061555512
416	0.2059448193
417	0.2057690834
418	0.2053939211
419	0.2051159258
420	0.2047941875
421	0.2043926589
422	0.2039153148
423	0.2036566513
424	0.203353683
425	0.2029658639
426	0.2027038617
427	0.2022369058
428	0.2021260206
429	0.2018468681
430	0.2015581836
431	0.2014036345
432	0.2010571315
433	0.2008640695
434	0.2004764017
435	0.200179668
436	0.1997943558
437	0.1995384844
438	0.1992086327
439	0.198947398
440	0.1988181553
441	0.1982518985
442	0.1979976548
443	0.1974985734
444	0.197209382
445	0.1970398165
446	0.1967059734
447	0.1963115974
448	0.1961492755
449	0.1958564975
450	0.195458706
451	0.1951369059
452	0.1948962584
453	0.1946189269
454	0.1943329941
455	0.1941832062
456	0.1939347907
457	0.1935976946
458	0.1933577829
459	0.1930880341
460	0.1927369932
461	0.1924944296
462	0.1922292337
463	0.1920263942
464	0.1917502318
465	0.1913153381
466	0.1908938718
467	0.1905446148
468	0.1903416746
469	0.1901101155
470	0.1897851217
471	0.189411953
472	0.1892376295
473	0.1890793876
474	0.1885929733
475	0.188225377
476	0.1879058589
477	0.1875488901
478	0.1872352461
479	0.1870543822
480	0.1867973709
481	0.1865520596
482	0.1863031997
483	0.1858714213
484	0.1856249448
485	0.1850631332
486	0.1848259558
487	0.1845707537
488	0.1842711851
489	0.1840240892
490	0.183830601
491	0.1836592407
492	0.1833553924
493	0.1831158879
494	0.1829301551
495	0.1827034
496	0.1824906657
497	0.1823555441
498	0.1820768264
499	0.1818523985
500	0.1815376709
501	0.181420426
502	0.181162629
503	0.180985766
504	0.1807026324
505	0.1806135368
506	0.180324434
507	0.1800387357
508	0.1800076423
509	0.1797507934
510	0.1794333228
511	0.1792692053
512	0.1789190524
513	0.1787291777
514	0.1784292495
515	0.1781828134
516	0.1778739322
517	0.1775682701
518	0.1772171619
519	0.1770693844
520	0.1768714059
521	0.176610991
522	0.1763193085
523	0.1761182139
524	0.1758668431
525	0.1756461284
526	0.1754194684
527	0.175275222
528	0.1751775852
529	0.174896923
530	0.1745125368
531	0.1740758926
532	0.1738806349
533	0.1736326503
534	0.173362164
535	0.1731189382
536	0.1728384724
537	0.1726742242
538	0.1723254828
539	0.1722456854
540	0.1719979178
541	0.1716419946
542	0.1714587766
543	0.1712756165
544	0.1710497422
545	0.1708809323
546	0.170650761
547	0.1702810387
548	0.1699820785
549	0.16981609
550	0.16956448
551	0.1693067907
552	0.1689551439
553	0.1687345346
554	0.1684542954
555	0.168328183
556	0.1680564223
557	0.1677650233
558	0.1674951105
559	0.167121343
560	0.1669451541
561	0.1667718974
562	0.1665008322
563	0.1661537731
564	0.1659579063
565	0.1657999988
566	0.1657520497
567	0.1654837377
568	0.1651892884
569	0.1650426602
570	0.1648587737
571	0.1646282681
572	0.1643456882
573	0.1641134875
574	0.1639577012
575	0.1637319014
576	0.1634759372
577	0.1631209225
578	0.1628788595
579	0.1627125605
580	0.1626760183
581	0.1624064849
582	0.1621703563
583	0.1619919281
584	0.16180604
585	0.161497722
586	0.1613446264
587	0.1611558409
588	0.1609485284
589	0.160705991
590	0.1606431174
591	0.1603912103
592	0.1601589051
593	0.1601489644
594	0.1599112706
595	0.1597142315
596	0.1595025546
597	0.159270967
598	0.1590708799
599	0.1587705644
600	0.1585990583
601	0.1584460339
602	0.15825048
603	0.1580885241
604	0.1579392241
605	0.1578841954
606	0.1578642221
607	0.1577436631
608	0.1573996385
609	0.1571407033
610	0.1568661695
611	0.156527966
612	0.156387996
613	0.1562345408
614	0.1560205193
615	0.1558891824
616	0.1558223468
617	0.1555746663
618	0.1553670766
619	0.1551923958
620	0.1549464532
621	0.1548139487
622	0.1547693311
623	0.1545598863
624	0.1543129227
625	0.1541110384
626	0.1539865475
627	0.1537545812
628	0.153631463
629	0.1534344255
630	0.1534090779
631	0.1532469723
632	0.1530474207
633	0.1529685271
634	0.1528171962
635	0.152650887
636	0.1524147821
637	0.1523520416
638	0.1521669979
639	0.1519491791
640	0.1516454053
641	0.1515177271
642	0.1512007349
643	0.1509642221
644	0.1508053601
645	0.1506643311
646	0.150497511
647	0.1502637847
648	0.150081267
649	0.1500075584
650	0.1497993754
651	0.1495082735
652	0.1493702862
653	0.1491956719
654	0.1490202592
655	0.1488191955
656	0.1487131824
657	0.1484838229
658	0.1482413092
659	0.1480264632
660	0.1477834553
661	0.1474618753
662	0.1472938956
663	0.1471374455
664	0.1468707588
665	0.1468218141
666	0.1467406631
667	0.1465625795
668	0.1462827426
669	0.1462179719
670	0.1458916537
671	0.1457693759
672	0.1456240594
673	0.1453483841
674	0.1452549557
675	0.14507336
676	0.1449875974
677	0.1448256375
678	0.1446319339
679	0.1445240404
680	0.1443822946
681	0.1442047686
682	0.1440788535
683	0.1439292851
684	0.1438527297
685	0.1437335806
686	0.1435524031
687	0.1434134471
688	0.1431840187
689	0.1430598493
690	0.1428108706
691	0.14263129
692	0.1424006909
693	0.1423444447
694	0.1422080962
695	0.1420809201
696	0.1419101047
697	0.1417282792
698	0.1415939505
699	0.1412832887
700	0.1411328791
701	0.1409342598
702	0.1408411086
703	0.140637759
704	0.1403335305
705	0.1402181454
706	0.1401352914
707	0.1399656483
708	0.1398844862
709	0.1398822065
710	0.1397832018
711	0.1396693851
712	0.1395111733
713	0.1393757405
714	0.1392560575
715	0.1390748769
716	0.1388406152
717	0.1386822656
718	0.1384739559
719	0.1383746565
720	0.1381671753
721	0.1379408456
722	0.1378141004
723	0.1376683562
724	0.1374748838
725	0.1372513739
726	0.1370119858
727	0.1368169864
728	0.1366579778
729	0.1365735412
730	0.1364689079
731	0.1362751853
732	0.1359886315
733	0.1357129515
734	0.1354983399
735	0.1354699547
736	0.1351969298
737	0.1348657941
738	0.1347245235
739	0.1345610064
740	0.1344038086
741	0.1342604564
742	0.1341973618
743	0.1341365611
744	0.1339413605
745	0.1338709549
746	0.1336915929
747	0.1334785179
748	0.1333231482
749	0.1331785937
750	0.1329656233
751	0.1328226657
752	0.1326956036
753	0.1324949138
754	0.1322832282
755	0.1320393949
756	0.1318647172
757	0.131639696
758	0.131634538
759	0.1314888903
760	0.1312776642
761	0.1311687726
762	0.1310311536
763	0.1308094085
764	0.1307554467
765	0.1305653534
766	0.1303970806
767	0.1303038946
768	0.1301825023
769	0.1299864002
770	0.1297405487
771	0.1295628516
772	0.1294103255
773	0.129289475
774	0.129061314
775	0.1289000527
776	0.1288697902
777	0.1287786176
778	0.1285705376
779	0.1284548563
780	0.1284069746
781	0.1283124658
782	0.1282404808
783	0.1281150583
784	0.1279703264
785	0.1277804581
786	0.1276954971
787	0.1275008794
788	0.1273413702
789	0.1273391033
790	0.1271624169
791	0.1269789629
792	0.1269382195
793	0.1268038971
794	0.1266667059
795	0.1264239688
796	0.1262834872
797	0.1261363362
798	0.1259700357
799	0.1258536478
800	0.125595473
801	0.1254540472
802	0.125268556
803	0.1251646958
804	0.1250635698
805	0.124934545
806	0.1248577552
807	0.1247920388
808	0.1246800629
809	0.1245254076
810	0.1244380878
811	0.1243850923
812	0.1242297939
813	0.1240824275
814	0.1239390706
815	0.1237541069
816	0.1234957245
817	0.1234376359
818	0.1233142048
819	0.1231509095
820	0.1230814861
821	0.122938069
822	0.1229132418
823	0.1228353542
824	0.122833225
825	0.1226975577
826	0.1225797362
827	0.1225191034
828	0.1224064573
829	0.1223091683
830	0.1221905927
831	0.1220335644
832	0.1219232787
833	0.1217823757
834	0.1215919989
835	0.1214812063
836	0.1212506263
837	0.1211842413
838	0.120972044
839	0.1208063122
840	0.1207535053
841	0.1205494238
842	0.1203321967
843	0.1201950023
844	0.1200414845
845	0.1198531306
846	0.1197005792
847	0.1195684287
848	0.1194362878
849	0.1193034229
850	0.1191437696
851	0.1189923603
852	0.1187965228
853	0.1186552174
854	0.1184439928
855	0.1183657013
856	0.1182178659
857	0.1180424928
858	0.117857819
859	0.1177078545
860	0.1174199637
861	0.1173511803
862	0.1171683299
863	0.1170173658
864	0.1168934071
865	0.1167531774
866	0.1165847081
867	0.1165095611
868	0.1164076732
869	0.116212048
870	0.1161870259
871	0.1161316637
872	0.1160216743
873	0.1159080192
874	0.1157510637
875	0.1156173465
876	0.1154768301
877	0.1153564279
878	0.1152156849
879	0.1150434453
880	0.1149612931
881	0.1148228408
882	0.1147690881
883	0.1146342683
884	0.1144978786
885	0.1143565115
886	0.1141807867
887	0.1141066203
888	0.1139287157
889	0.1138670753
890	0.1136864063
891	0.113560016
892	0.1134422071
893	0.1133506322
894	0.1133376103
895	0.1133258382
896	0.1132152374
897	0.1131241329
898	0.1129449087
899	0.1129132458
900	0.1127477437
901	0.112632422
902	0.112507573
903	0.1124009928
904	0.1121763058
905	0.1119927267
906	0.1119339458
907	0.1118480391
908	0.1117410026
909	0.1115818372
910	0.1115083378
911	0.1113152029
912	0.1111320752
913	0.1109910962
914	0.1108224099
915	0.1108133801
916	0.1106871355
917	0.1105736862
918	0.1104346541
919	0.1102877249
920	0.1101612997
921	0.1100766857
922	0.110009496
923	0.1098318448
924	0.1096835041
925	0.1094595253
926	0.1093304989
927	0.1092751985
928	0.1091596264
929	0.1090652428
930	0.1089703379
931	0.1088864827
932	0.1087408414
933	0.1085160325
934	0.1083685726
935	0.1082869542
936	0.1080695133
937	0.107953287
938	0.1078390537
939	0.1077020081
940	0.1075834373
941	0.1075398011
942	0.107459016
943	0.1073395327
944	0.107226584
945	0.1071651481
946	0.1070758053
947	0.1069798866
948	0.1069401839
949	0.1067751111
950	0.106540691
951	0.1064413536
952	0.1063604973
953	0.1063019477
954	0.106177688
955	0.1060502141
956	0.10595507
957	0.1057943823
958	0.1056938932
959	0.1056285602
960	0.1055521949
961	0.1054201443
962	0.1053633943
963	0.1053044091
964	0.1052428068
965	0.1050683208
966	0.1049650357
967	0.1047997918
968	0.1046925779
969	0.1046190452
970	0.1045908674
971	0.1044900029
972	0.1043838615
973	0.1042720028
974	0.1042222248
975	0.1041173507
976	0.1040694832
977	0.1039852732
978	0.1038005661
979	0.1037023456
980	0.1036323994
981	0.1035069104
982	0.1034108951
983	0.1033286795
984	0.1031833503
985	0.1030059193
986	0.1029655228
987	0.1028497338
988	0.1027597367
989	0.1026644295
990	0.1025669583
991	0.1024989258
992	0.1023530501
993	0.1022551765
994	0.1022225139
995	0.1021572949
996	0.1020337672
997	0.1019803393
998	0.1018830645
999	0.1018151603
